5|"May"|"None"||"None"|||||||||||"12126467"|"126899923"
11|"November"|"None"||"None"|||||||||||"12126467"|"126899924"
10|"October"|"None"||"None"|||||||||||"12126467"|"126899925"
9|"September"|"None"||"None"|||||||||||"12126467"|"126899926"
4|"April"|"None"||"None"|||||||||||"12126468"|"126899927"
8|"August"|"None"||"None"|||||||||||"12126468"|"126899928"
12|"December"|"None"||"None"|||||||||||"12126468"|"126899929"
2|"February"|"None"||"None"|||||||||||"12126468"|"126899930"
1|"January"|"None"||"None"|||||||||||"12126468"|"126899931"
7|"July"|"None"||"None"|||||||||||"12126468"|"126899932"
6|"June"|"None"||"None"|||||||||||"12126468"|"126899933"
3|"March"|"None"||"None"|||||||||||"12126468"|"126899934"
5|"May"|"None"||"None"|||||||||||"12126468"|"126899935"
11|"November"|"None"||"None"|||||||||||"12126468"|"126899936"
10|"October"|"None"||"None"|||||||||||"12126468"|"126899937"
9|"September"|"None"||"None"|||||||||||"12126468"|"126899938"
4|"April"|"None"||"None"|||||||||||"12126403"|"126899159"
8|"August"|"None"||"None"|||||||||||"12126403"|"126899160"
12|"December"|"None"||"None"|||||||||||"12126403"|"126899161"
2|"February"|"None"||"None"|||||||||||"12126403"|"126899162"
1|"January"|"None"||"None"|||||||||||"12126403"|"126899163"
7|"July"|"None"||"None"|||||||||||"12126403"|"126899164"
6|"June"|"None"||"None"|||||||||||"12126403"|"126899165"
3|"March"|"None"||"None"|||||||||||"12126403"|"126899166"
5|"May"|"None"||"None"|||||||||||"12126403"|"126899167"
11|"November"|"None"||"None"|||||||||||"12126403"|"126899168"
10|"October"|"None"||"None"|||||||||||"12126403"|"126899169"
9|"September"|"None"||"None"|||||||||||"12126403"|"126899170"
4|"April"||||||||||||||"12126404"|"126899171"
8|"August"||||||||||||||"12126404"|"126899172"
12|"December"||||||||||||||"12126404"|"126899173"
2|"February"||||||||||||||"12126404"|"126899174"
1|"January"||||||||||||||"12126404"|"126899175"
7|"July"||||||||||||||"12126404"|"126899176"
6|"June"||||||||||||||"12126404"|"126899177"
3|"March"||||||||||||||"12126404"|"126899178"
5|"May"||||||||||||||"12126404"|"126899179"
11|"November"||||||||||||||"12126404"|"126899180"
10|"October"||||||||||||||"12126404"|"126899181"
9|"September"||||||||||||||"12126404"|"126899182"
4|"April"||||||||||||||"12126405"|"126899183"
8|"August"||||||||||||||"12126405"|"126899184"
12|"December"||||||||||||||"12126405"|"126899185"
2|"February"||||||||||||||"12126405"|"126899186"
1|"January"||||||||||||||"12126405"|"126899187"
7|"July"||||||||||||||"12126405"|"126899188"
6|"June"||||||||||||||"12126405"|"126899189"
3|"March"||||||||||||||"12126405"|"126899190"
5|"May"||||||||||||||"12126405"|"126899191"
11|"November"||||||||||||||"12126405"|"126899192"
10|"October"||||||||||||||"12126405"|"126899193"
9|"September"||||||||||||||"12126405"|"126899194"
4|"April"|"None"||"None"|||||||||||"12126406"|"126899195"
8|"August"|"None"||"None"|||||||||||"12126406"|"126899196"
12|"December"|"None"||"None"|||||||||||"12126406"|"126899197"
2|"February"|"None"||"None"|||||||||||"12126406"|"126899198"
1|"January"|"None"||"None"|||||||||||"12126406"|"126899199"
7|"July"|"None"||"None"|||||||||||"12126406"|"126899200"
6|"June"|"None"||"None"|||||||||||"12126406"|"126899201"
3|"March"|"None"||"None"|||||||||||"12126406"|"126899202"
5|"May"|"None"||"None"|||||||||||"12126406"|"126899203"
11|"November"|"None"||"None"|||||||||||"12126406"|"126899204"
10|"October"|"None"||"None"|||||||||||"12126406"|"126899205"
9|"September"|"None"||"None"|||||||||||"12126406"|"126899206"
4|"April"||||||||||||||"12126407"|"126899207"
8|"August"||||||||||||||"12126407"|"126899208"
12|"December"||||||||||||||"12126407"|"126899209"
2|"February"||||||||||||||"12126407"|"126899210"
1|"January"||||||||||||||"12126407"|"126899211"
7|"July"||||||||||||||"12126407"|"126899212"
6|"June"||||||||||||||"12126407"|"126899213"
3|"March"||||||||||||||"12126407"|"126899214"
5|"May"||||||||||||||"12126407"|"126899215"
11|"November"||||||||||||||"12126407"|"126899216"
10|"October"||||||||||||||"12126407"|"126899217"
9|"September"||||||||||||||"12126407"|"126899218"
4|"April"||||||||||||||"12126408"|"126899219"
8|"August"||||||||||||||"12126408"|"126899220"
12|"December"||||||||||||||"12126408"|"126899221"
2|"February"||||||||||||||"12126408"|"126899222"
1|"January"||||||||||||||"12126408"|"126899223"
7|"July"||||||||||||||"12126408"|"126899224"
6|"June"||||||||||||||"12126408"|"126899225"
3|"March"||||||||||||||"12126408"|"126899226"
5|"May"||||||||||||||"12126408"|"126899227"
11|"November"||||||||||||||"12126408"|"126899228"
10|"October"||||||||||||||"12126408"|"126899229"
9|"September"||||||||||||||"12126408"|"126899230"
8|"August"|"None"||"None"|||||||||||"12126459"|"126899819"
2|"February"|"None"||"None"|||||||||||"12126459"|"126899820"
1|"January"|"None"||"None"|||||||||||"12126459"|"126899821"
6|"June"|"None"||"None"|||||||||||"12126459"|"126899822"
9|"September"|"None"||"None"|||||||||||"12126459"|"126899823"
12|"December"|"None"||"None"|||||||||||"12126459"|"126899824"
3|"March"|"None"||"None"|||||||||||"12126459"|"126899825"
4|"April"|"None"||"None"|||||||||||"12126459"|"126899826"
5|"May"|"None"||"None"|||||||||||"12126459"|"126899827"
11|"November"|"None"||"None"|||||||||||"12126459"|"126899828"
7|"July"|"None"||"None"|||||||||||"12126459"|"126899829"
10|"October"|"None"||"None"|||||||||||"12126459"|"126899830"
4|"April"|"None"||"None"|||||||||||"12126460"|"126899831"
8|"August"|"None"||"None"|||||||||||"12126460"|"126899832"
12|"December"|"None"||"None"|||||||||||"12126460"|"126899833"
2|"February"|"None"||"None"|||||||||||"12126460"|"126899834"
1|"January"|"None"||"None"|||||||||||"12126460"|"126899835"
7|"July"|"None"||"None"|||||||||||"12126460"|"126899836"
6|"June"|"None"||"None"|||||||||||"12126460"|"126899837"
3|"March"|"None"||"None"|||||||||||"12126460"|"126899838"
5|"May"|"None"||"None"|||||||||||"12126460"|"126899839"
11|"November"|"None"||"None"|||||||||||"12126460"|"126899840"
10|"October"|"None"||"None"|||||||||||"12126460"|"126899841"
9|"September"|"None"||"None"|||||||||||"12126460"|"126899842"
1|"January"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899843"
2|"February"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899844"
3|"March"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899845"
4|"April"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899846"
5|"May"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899847"
6|"June"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899848"
7|"July"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899849"
8|"August"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899850"
9|"September"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899851"
10|"October"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899852"
11|"November"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899853"
12|"December"|"None"||"Rare"|"Very brief (4 to 48 hours)"|0|10|15|||||||"12126461"|"126899854"
8|"August"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899855"
2|"February"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899856"
1|"January"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899857"
6|"June"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899858"
9|"September"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899859"
12|"December"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899860"
3|"March"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899861"
4|"April"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899862"
5|"May"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899863"
11|"November"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899864"
7|"July"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899865"
10|"October"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"12126462"|"126899866"
4|"April"|"None"||"None"|||||||||||"12126419"|"126899351"
8|"August"|"None"||"None"|||||||||||"12126419"|"126899352"
12|"December"|"None"||"None"|||||||||||"12126419"|"126899353"
2|"February"|"None"||"None"|||||||||||"12126419"|"126899354"
1|"January"|"None"||"None"|||||||||||"12126419"|"126899355"
7|"July"|"None"||"None"|||||||||||"12126419"|"126899356"
6|"June"|"None"||"None"|||||||||||"12126419"|"126899357"
3|"March"|"None"||"None"|||||||||||"12126419"|"126899358"
5|"May"|"None"||"None"|||||||||||"12126419"|"126899359"
11|"November"|"None"||"None"|||||||||||"12126419"|"126899360"
10|"October"|"None"||"None"|||||||||||"12126419"|"126899361"
9|"September"|"None"||"None"|||||||||||"12126419"|"126899362"
4|"April"||||||||||||||"12126420"|"126899363"
8|"August"||||||||||||||"12126420"|"126899364"
12|"December"||||||||||||||"12126420"|"126899365"
2|"February"||||||||||||||"12126420"|"126899366"
1|"January"||||||||||||||"12126420"|"126899367"
7|"July"||||||||||||||"12126420"|"126899368"
6|"June"||||||||||||||"12126420"|"126899369"
3|"March"||||||||||||||"12126420"|"126899370"
5|"May"||||||||||||||"12126420"|"126899371"
11|"November"||||||||||||||"12126420"|"126899372"
10|"October"||||||||||||||"12126420"|"126899373"
9|"September"||||||||||||||"12126420"|"126899374"
4|"April"||||||||||||||"12126421"|"126899375"
8|"August"||||||||||||||"12126421"|"126899376"
12|"December"||||||||||||||"12126421"|"126899377"
2|"February"||||||||||||||"12126421"|"126899378"
1|"January"||||||||||||||"12126421"|"126899379"
7|"July"||||||||||||||"12126421"|"126899380"
6|"June"||||||||||||||"12126421"|"126899381"
3|"March"||||||||||||||"12126421"|"126899382"
5|"May"||||||||||||||"12126421"|"126899383"
11|"November"||||||||||||||"12126421"|"126899384"
10|"October"||||||||||||||"12126421"|"126899385"
9|"September"||||||||||||||"12126421"|"126899386"
4|"April"|"None"||"None"|||||||||||"12126330"|"126898283"
8|"August"|"None"||"None"|||||||||||"12126330"|"126898284"
12|"December"|"None"||"None"|||||||||||"12126330"|"126898285"
2|"February"|"None"||"None"|||||||||||"12126330"|"126898286"
1|"January"|"None"||"None"|||||||||||"12126330"|"126898287"
7|"July"|"None"||"None"|||||||||||"12126330"|"126898288"
6|"June"|"None"||"None"|||||||||||"12126330"|"126898289"
3|"March"|"None"||"None"|||||||||||"12126330"|"126898290"
5|"May"|"None"||"None"|||||||||||"12126330"|"126898291"
11|"November"|"None"||"None"|||||||||||"12126330"|"126898292"
10|"October"|"None"||"None"|||||||||||"12126330"|"126898293"
9|"September"|"None"||"None"|||||||||||"12126330"|"126898294"
4|"April"||||||||||||||"12126331"|"126898295"
8|"August"||||||||||||||"12126331"|"126898296"
12|"December"||||||||||||||"12126331"|"126898297"
2|"February"||||||||||||||"12126331"|"126898298"
1|"January"||||||||||||||"12126331"|"126898299"
7|"July"||||||||||||||"12126331"|"126898300"
6|"June"||||||||||||||"12126331"|"126898301"
3|"March"||||||||||||||"12126331"|"126898302"
5|"May"||||||||||||||"12126331"|"126898303"
11|"November"||||||||||||||"12126331"|"126898304"
10|"October"||||||||||||||"12126331"|"126898305"
9|"September"||||||||||||||"12126331"|"126898306"
4|"April"||||||||||||||"12126332"|"126898307"
8|"August"||||||||||||||"12126332"|"126898308"
12|"December"||||||||||||||"12126332"|"126898309"
2|"February"||||||||||||||"12126332"|"126898310"
1|"January"||||||||||||||"12126332"|"126898311"
7|"July"||||||||||||||"12126332"|"126898312"
6|"June"||||||||||||||"12126332"|"126898313"
3|"March"||||||||||||||"12126332"|"126898314"
5|"May"||||||||||||||"12126332"|"126898315"
11|"November"||||||||||||||"12126332"|"126898316"
10|"October"||||||||||||||"12126332"|"126898317"
9|"September"||||||||||||||"12126332"|"126898318"
4|"April"||||||||||||||"12126333"|"126898319"
8|"August"||||||||||||||"12126333"|"126898320"
12|"December"||||||||||||||"12126333"|"126898321"
2|"February"||||||||||||||"12126333"|"126898322"
1|"January"||||||||||||||"12126333"|"126898323"
7|"July"||||||||||||||"12126333"|"126898324"
6|"June"||||||||||||||"12126333"|"126898325"
3|"March"||||||||||||||"12126333"|"126898326"
5|"May"||||||||||||||"12126333"|"126898327"
11|"November"||||||||||||||"12126333"|"126898328"
10|"October"||||||||||||||"12126333"|"126898329"
9|"September"||||||||||||||"12126333"|"126898330"
