"Grass-legume pasture"|"AUM"|7.8|8.7|10.2||||||"12574782"|"26621746"
"Corn"|"Bu"|136|151|170||||||"12574743"|"26621542"
"Grass-legume hay"|"Tons"|4.1|4.55|5.14||||||"12574743"|"26621543"
"Oats"|"Bu"|68|75|85||||||"12574743"|"26621544"
"Soybeans"|"Bu"|45|50|56||||||"12574743"|"26621545"
"Winter wheat"|"Bu"|52|58|65||||||"12574743"|"26621546"
"Grass-legume pasture"|"AUM"|6.83|7.58|8.57||||||"12574743"|"26621547"
"Corn"|"Bu"|139|154|174||||||"12574742"|"26621536"
"Soybeans"|"Bu"|45|50|57||||||"12574742"|"26621537"
"Winter wheat"|"Bu"|54|60|68||||||"12574742"|"26621538"
"Oats"|"Bu"|73|81|92||||||"12574742"|"26621539"
"Grass-legume hay"|"Tons"|4.1|4.55|5.14||||||"12574742"|"26621540"
"Grass-legume pasture"|"AUM"|6.83|7.58|8.57||||||"12574742"|"26621541"
"Corn"|"Bu"|156|173|195||||||"12574741"|"26621530"
"Soybeans"|"Bu"|50|56|63||||||"12574741"|"26621531"
"Winter wheat"|"Bu"|53|59|66||||||"12574741"|"26621532"
"Oats"|"Bu"|81|90|102||||||"12574741"|"26621533"
"Grass-legume hay"|"Tons"|4.6|5.11|5.77||||||"12574741"|"26621534"
"Grass-legume pasture"|"AUM"|7.67|8.52|9.62||||||"12574741"|"26621535"
"Bromegrass-alfalfa"|"AUM"||8.4|||||||"12574670"|"26621157"
"Orchardgrass-alfalfa hay"|"Tons"||5|||||||"12574670"|"26621158"
"Corn"|"Bu"||152|||||||"12574670"|"26621159"
"Soybeans"|"Bu"||49|||||||"12574670"|"26621160"
"Winter wheat"|"Bu"||58|||||||"12574670"|"26621161"
"Oats"|"Bu"||72|||||||"12574670"|"26621162"
"Grass-legume hay"|"Tons"||4.7|||||||"12574670"|"26621163"
"Grass-legume pasture"|"AUM"||6.9|||||||"12574670"|"26621164"
"Bromegrass-alfalfa"|"AUM"||8.7|||||||"12574668"|"26621149"
"Orchardgrass-alfalfa hay"|"Tons"||5.3|||||||"12574668"|"26621150"
"Corn"|"Bu"||153|||||||"12574668"|"26621151"
"Soybeans"|"Bu"||48|||||||"12574668"|"26621152"
"Winter wheat"|"Bu"||60|||||||"12574668"|"26621153"
"Oats"|"Bu"||79|||||||"12574668"|"26621154"
"Grass-legume hay"|"Tons"||5.04|||||||"12574668"|"26621155"
"Grass-legume pasture"|"AUM"||7.3|||||||"12574668"|"26621156"
"Bromegrass-alfalfa"|"AUM"||9.2|||||||"12574667"|"26621142"
"Corn"|"Bu"||175|||||||"12574667"|"26621143"
"Soybeans"|"Bu"||57|||||||"12574667"|"26621144"
"Winter wheat"|"Bu"||66|||||||"12574667"|"26621145"
"Oats"|"Bu"||90|||||||"12574667"|"26621146"
"Grass-legume hay"|"Tons"||5.09|||||||"12574667"|"26621147"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574667"|"26621148"
"Bromegrass-alfalfa"|"AUM"||9.2|||||||"12574666"|"26621134"
"Orchardgrass-alfalfa hay"|"Tons"||5.5|||||||"12574666"|"26621135"
"Corn"|"Bu"||157|||||||"12574666"|"26621136"
"Soybeans"|"Bu"||49|||||||"12574666"|"26621137"
"Winter wheat"|"Bu"||61|||||||"12574666"|"26621138"
"Oats"|"Bu"||81|||||||"12574666"|"26621139"
"Grass-legume hay"|"Tons"||5.15|||||||"12574666"|"26621140"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574666"|"26621141"
"Corn"|"Bu"|143|159|180||||||"12574718"|"26621410"
"Soybeans"|"Bu"|46|51|58||||||"12574718"|"26621411"
"Winter wheat"|"Bu"|57|63|71||||||"12574718"|"26621412"
"Oats"|"Bu"|77|85|97||||||"12574718"|"26621413"
"Grass-legume hay"|"Tons"|4.39|4.88|5.52||||||"12574718"|"26621414"
"Grass-legume pasture"|"AUM"|7.32|8.13|9.2||||||"12574718"|"26621415"
"Corn"|"Bu"|141|157|177||||||"12574717"|"26621404"
"Soybeans"|"Bu"|46|51|58||||||"12574717"|"26621405"
"Winter wheat"|"Bu"|55|61|69||||||"12574717"|"26621406"
"Oats"|"Bu"|73|81|92||||||"12574717"|"26621407"
"Grass-legume hay"|"Tons"|4.1|4.55|5.14||||||"12574717"|"26621408"
"Grass-legume pasture"|"AUM"|6.83|7.58|8.57||||||"12574717"|"26621409"
"Bromegrass-alfalfa"|"AUM"||8.7|||||||"12574659"|"26621085"
"Orchardgrass-alfalfa hay"|"Tons"||5.2|||||||"12574659"|"26621086"
"Corn"|"Bu"||154|||||||"12574659"|"26621087"
"Soybeans"|"Bu"||49|||||||"12574659"|"26621088"
"Winter wheat"|"Bu"||61|||||||"12574659"|"26621089"
"Oats"|"Bu"||83|||||||"12574659"|"26621090"
"Grass-legume hay"|"Tons"||4.72|||||||"12574659"|"26621091"
"Grass-legume pasture"|"AUM"||6.9|||||||"12574659"|"26621092"
"Bromegrass-ladino"|"AUM"||8|||||||"12574658"|"26621078"
"Grass-legume hay"|"Tons"||4.63|||||||"12574658"|"26621079"
"Grass-legume pasture"|"AUM"||6.8|||||||"12574658"|"26621080"
"Corn"|"Bu"||160|||||||"12574658"|"26621081"
"Soybeans"|"Bu"||52|||||||"12574658"|"26621082"
"Winter wheat"|"Bu"||62|||||||"12574658"|"26621083"
"Oats"|"Bu"||82|||||||"12574658"|"26621084"
"Bromegrass-alfalfa"|"AUM"||8.8|||||||"12574657"|"26621070"
"Orchardgrass-alfalfa hay"|"Tons"||5.3|||||||"12574657"|"26621071"
"Corn"|"Bu"||162|||||||"12574657"|"26621072"
"Soybeans"|"Bu"||52|||||||"12574657"|"26621073"
"Winter wheat"|"Bu"||64|||||||"12574657"|"26621074"
"Oats"|"Bu"||87|||||||"12574657"|"26621075"
"Grass-legume hay"|"Tons"||4.97|||||||"12574657"|"26621076"
"Grass-legume pasture"|"AUM"||7.3|||||||"12574657"|"26621077"
"Corn"|"Bu"|145|161|182||||||"12574713"|"26621380"
"Soybeans"|"Bu"|46|51|57||||||"12574713"|"26621381"
"Winter wheat"|"Bu"|54|60|68||||||"12574713"|"26621382"
"Oats"|"Bu"|71|79|89||||||"12574713"|"26621383"
"Grass-legume hay"|"Tons"|4.29|4.77|5.39||||||"12574713"|"26621384"
"Grass-legume pasture"|"AUM"|7.16|7.95|8.98||||||"12574713"|"26621385"
"Corn"|"Bu"|131|145|164||||||"12574712"|"26621374"
"Soybeans"|"Bu"|43|48|55||||||"12574712"|"26621375"
"Winter wheat"|"Bu"|49|54|61||||||"12574712"|"26621376"
"Oats"|"Bu"|62|69|78||||||"12574712"|"26621377"
"Grass-legume hay"|"Tons"|4|4.44|5.02||||||"12574712"|"26621378"
"Grass-legume pasture"|"AUM"|6.66|7.4|8.37||||||"12574712"|"26621379"
"Corn"|"Bu"|156|173|195||||||"12574711"|"26621368"
"Soybeans"|"Bu"|50|56|63||||||"12574711"|"26621369"
"Winter wheat"|"Bu"|53|59|66||||||"12574711"|"26621370"
"Oats"|"Bu"|81|90|102||||||"12574711"|"26621371"
"Grass-legume hay"|"Tons"|4.6|5.11|5.77||||||"12574711"|"26621372"
"Grass-legume pasture"|"AUM"|7.67|8.52|9.62||||||"12574711"|"26621373"
"Bromegrass-alfalfa"|"AUM"||7.8|||||||"12574648"|"26621017"
"Orchardgrass-alfalfa hay"|"Tons"||4.7|||||||"12574648"|"26621018"
"Corn"|"Bu"||135|||||||"12574648"|"26621019"
"Soybeans"|"Bu"||43|||||||"12574648"|"26621020"
"Winter wheat"|"Bu"||55|||||||"12574648"|"26621021"
"Oats"|"Bu"||67|||||||"12574648"|"26621022"
"Grass-legume hay"|"Tons"||4.19|||||||"12574648"|"26621023"
"Grass-legume pasture"|"AUM"||6.1|||||||"12574648"|"26621024"
"Bromegrass-alfalfa"|"AUM"||9.2|||||||"12574647"|"26621010"
"Corn"|"Bu"||175|||||||"12574647"|"26621011"
"Soybeans"|"Bu"||57|||||||"12574647"|"26621012"
"Winter wheat"|"Bu"||66|||||||"12574647"|"26621013"
"Oats"|"Bu"||90|||||||"12574647"|"26621014"
"Grass-legume hay"|"Tons"||5.09|||||||"12574647"|"26621015"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574647"|"26621016"
"Bromegrass-alfalfa"|"AUM"||9.6|||||||"12574646"|"26621003"
"Corn"|"Bu"||173|||||||"12574646"|"26621004"
"Soybeans"|"Bu"||53|||||||"12574646"|"26621005"
"Winter wheat"|"Bu"||66|||||||"12574646"|"26621006"
"Oats"|"Bu"||92|||||||"12574646"|"26621007"
"Grass-legume hay"|"Tons"||6.27|||||||"12574646"|"26621008"
"Grass-legume pasture"|"AUM"||9.1|||||||"12574646"|"26621009"
"Corn"|"Bu"|155|172|195||||||"12574716"|"26621398"
"Soybeans"|"Bu"|50|56|63||||||"12574716"|"26621399"
"Winter wheat"|"Bu"|58|64|73||||||"12574716"|"26621400"
"Oats"|"Bu"|80|89|100||||||"12574716"|"26621401"
"Grass-legume hay"|"Tons"|4.5|5|5.64||||||"12574716"|"26621402"
"Grass-legume pasture"|"AUM"|7.5|8.33|9.4||||||"12574716"|"26621403"
"Corn"|"Bu"|136|151|170||||||"12574715"|"26621392"
"Soybeans"|"Bu"|44|49|55||||||"12574715"|"26621393"
"Winter wheat"|"Bu"|53|59|66||||||"12574715"|"26621394"
"Oats"|"Bu"|70|78|88||||||"12574715"|"26621395"
"Grass-legume hay"|"Tons"|4.1|4.55|5.14||||||"12574715"|"26621396"
"Grass-legume pasture"|"AUM"|6.83|7.58|8.57||||||"12574715"|"26621397"
"Corn"|"Bu"|158|175|197||||||"12574714"|"26621386"
"Soybeans"|"Bu"|49|54|61||||||"12574714"|"26621387"
"Winter wheat"|"Bu"|59|65|74||||||"12574714"|"26621388"
"Oats"|"Bu"|75|83|94||||||"12574714"|"26621389"
"Grass-legume pasture"|"AUM"|7.67|8.52|9.62||||||"12574714"|"26621390"
"Grass-legume hay"|"Tons"|4.6|5.11|6.1||||||"12574714"|"26621391"
"Corn"|"Bu"|147|163|185||||||"12574737"|"26621518"
"Soybeans"|"Bu"|46|51|58||||||"12574737"|"26621519"
"Winter wheat"|"Bu"|57|63|72||||||"12574737"|"26621520"
"Oats"|"Bu"|78|87|98||||||"12574737"|"26621521"
"Grass-legume hay"|"Tons"|5.34|5.93|6.7||||||"12574737"|"26621522"
"Grass-legume pasture"|"AUM"|8.9|9.88|11.17||||||"12574737"|"26621523"
