"Oats"|"Bu"||80|||||||"12574110"|"26618236"
"Soybeans"|"Bu"||53|||||||"12574110"|"26618237"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574111"|"26618238"
"Corn"|"Bu"||190|||||||"12574111"|"26618239"
"Soybeans"|"Bu"||61|||||||"12574111"|"26618240"
"Winter wheat"|"Bu"||74|||||||"12574111"|"26618241"
"Oats"|"Bu"||97|||||||"12574111"|"26618242"
"Grass-legume hay"|"Tons"||5.65|||||||"12574111"|"26618243"
"Corn"|"Bu"||182|||||||"12574112"|"26618244"
"Soybeans"|"Bu"||59|||||||"12574112"|"26618245"
"Winter wheat"|"Bu"||68|||||||"12574112"|"26618246"
"Oats"|"Bu"||89|||||||"12574112"|"26618247"
"Grass-legume hay"|"Tons"||5.39|||||||"12574112"|"26618248"
"Grass-legume pasture"|"AUM"||7.17|||||||"12574112"|"26618249"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574113"|"26618250"
"Corn"|"Bu"||122|||||||"12574113"|"26618251"
"Oats"|"Bu"||68|||||||"12574113"|"26618252"
"Soybeans"|"Bu"||42|||||||"12574113"|"26618253"
"Winter wheat"|"Bu"||51|||||||"12574113"|"26618254"
"Grass-legume hay"|"Tons"||4.5|||||||"12574113"|"26618255"
"Grass-legume hay"|"Tons"||5.2|||||||"12574114"|"26618256"
"Grass-legume pasture"|"AUM"||7.7|||||||"12574114"|"26618257"
"Corn"|"Bu"||173|||||||"12574114"|"26618258"
"Oats"|"Bu"||89|||||||"12574114"|"26618259"
"Soybeans"|"Bu"||57|||||||"12574114"|"26618260"
"Winter wheat"|"Bu"||67|||||||"12574114"|"26618261"
"Grass-legume hay"|"Tons"||4.86|||||||"12574692"|"26621296"
"Grass-legume pasture"|"AUM"||7.2|||||||"12574692"|"26621297"
"Winter wheat"|"Bu"||61|||||||"12574692"|"26621298"
"Corn"|"Bu"||164|||||||"12574692"|"26621299"
"Oats"|"Bu"||80|||||||"12574692"|"26621300"
"Soybeans"|"Bu"||53|||||||"12574692"|"26621301"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574693"|"26621302"
"Corn"|"Bu"||190|||||||"12574693"|"26621303"
"Soybeans"|"Bu"||61|||||||"12574693"|"26621304"
"Winter wheat"|"Bu"||74|||||||"12574693"|"26621305"
"Oats"|"Bu"||97|||||||"12574693"|"26621306"
"Grass-legume hay"|"Tons"||5.65|||||||"12574693"|"26621307"
"Corn"|"Bu"||182|||||||"12574694"|"26621308"
"Soybeans"|"Bu"||59|||||||"12574694"|"26621309"
"Winter wheat"|"Bu"||68|||||||"12574694"|"26621310"
"Oats"|"Bu"||89|||||||"12574694"|"26621311"
"Grass-legume hay"|"Tons"||5.39|||||||"12574694"|"26621312"
"Grass-legume pasture"|"AUM"||7.17|||||||"12574694"|"26621313"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574695"|"26621314"
"Corn"|"Bu"||122|||||||"12574695"|"26621315"
"Oats"|"Bu"||68|||||||"12574695"|"26621316"
"Soybeans"|"Bu"||42|||||||"12574695"|"26621317"
"Winter wheat"|"Bu"||51|||||||"12574695"|"26621318"
"Grass-legume hay"|"Tons"||4.5|||||||"12574695"|"26621319"
"Grass-legume hay"|"Tons"||5.2|||||||"12574696"|"26621320"
"Grass-legume pasture"|"AUM"||7.7|||||||"12574696"|"26621321"
"Corn"|"Bu"||173|||||||"12574696"|"26621322"
"Oats"|"Bu"||89|||||||"12574696"|"26621323"
"Soybeans"|"Bu"||57|||||||"12574696"|"26621324"
"Winter wheat"|"Bu"||67|||||||"12574696"|"26621325"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574273"|"26619064"
"Corn"|"Bu"||171|||||||"12574273"|"26619065"
"Oats"|"Bu"||88|||||||"12574273"|"26619066"
"Grass-legume hay"|"Tons"||5.15|||||||"12574273"|"26619067"
"Soybeans"|"Bu"||56|||||||"12574273"|"26619068"
"Winter wheat"|"Bu"||66|||||||"12574273"|"26619069"
"Corn"|"Bu"||167|||||||"12574272"|"26619058"
"Oats"|"Bu"||95|||||||"12574272"|"26619059"
"Soybeans"|"Bu"||51|||||||"12574272"|"26619060"
"Winter wheat"|"Bu"||64|||||||"12574272"|"26619061"
"Grass-legume hay"|"Tons"||6.2|||||||"12574272"|"26619062"
"Grass-legume pasture"|"AUM"||10.3|||||||"12574272"|"26619063"
"Corn"|"Bu"||158|||||||"12574271"|"26619052"
"Soybeans"|"Bu"||48|||||||"12574271"|"26619053"
"Winter wheat"|"Bu"||62|||||||"12574271"|"26619054"
"Grass-legume hay"|"Tons"||5.9|||||||"12574271"|"26619055"
"Grass-legume pasture"|"AUM"||9.8|||||||"12574271"|"26619056"
"Oats"|"Bu"||89|||||||"12574271"|"26619057"
"Grass-legume pasture"|"AUM"||6.9|||||||"12574319"|"26619316"
"Corn"|"Bu"||153|||||||"12574319"|"26619317"
"Oats"|"Bu"||72|||||||"12574319"|"26619318"
"Grass-legume hay"|"Tons"||4.7|||||||"12574319"|"26619319"
"Soybeans"|"Bu"||49|||||||"12574319"|"26619320"
"Winter wheat"|"Bu"||58|||||||"12574319"|"26619321"
"Corn"|"Bu"||163|||||||"12574015"|"26617745"
"Oats"|"Bu"||87|||||||"12574015"|"26617746"
"Soybeans"|"Bu"||50|||||||"12574015"|"26617747"
"Winter wheat"|"Bu"||62|||||||"12574015"|"26617748"
"Grass-legume hay"|"Tons"||5.89|||||||"12574015"|"26617749"
"Grass-legume pasture"|"AUM"||8.6|||||||"12574015"|"26617750"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574014"|"26617739"
"Corn"|"Bu"||171|||||||"12574014"|"26617740"
"Oats"|"Bu"||88|||||||"12574014"|"26617741"
"Grass-legume hay"|"Tons"||5.15|||||||"12574014"|"26617742"
"Soybeans"|"Bu"||56|||||||"12574014"|"26617743"
"Winter wheat"|"Bu"||66|||||||"12574014"|"26617744"
"Grass-legume pasture"|"AUM"||7.4|||||||"12574013"|"26617733"
"Corn"|"Bu"||173|||||||"12574013"|"26617734"
"Grass-legume hay"|"Tons"||5.04|||||||"12574013"|"26617735"
"Oats"|"Bu"||89|||||||"12574013"|"26617736"
"Soybeans"|"Bu"||56|||||||"12574013"|"26617737"
"Winter wheat"|"Bu"||65|||||||"12574013"|"26617738"
"Corn silage"|"Tons"|25|28.9|32.6||||||"12574439"|"26619967"
"Grass-legume hay"|"Tons"|4.3|5.1|5.8||||||"12574439"|"26619968"
"Grass-legume pasture"|"AUM"|4.5|8.5|9.7||||||"12574439"|"26619969"
"Corn"|"Bu"|153|170|192||||||"12574439"|"26619970"
"Oats"|"Bu"|79|88|99||||||"12574439"|"26619971"
"Soybeans"|"Bu"|50|56|63||||||"12574439"|"26619972"
"Winter wheat"|"Bu"|59|65|74||||||"12574439"|"26619973"
"Corn"|"Bu"|127|141|159||||||"12574438"|"26619961"
"Soybeans"|"Bu"|41|46|52||||||"12574438"|"26619962"
"Winter wheat"|"Bu"|51|57|64||||||"12574438"|"26619963"
"Oats"|"Bu"|61|68|77||||||"12574438"|"26619964"
"Grass-legume hay"|"Tons"|3.9|4.3|4.9||||||"12574438"|"26619965"
"Grass-legume pasture"|"AUM"|6.5|7.2|8.2||||||"12574438"|"26619966"
"Corn"|"Bu"|132|147|166||||||"12574437"|"26619955"
"Soybeans"|"Bu"|43|48|54||||||"12574437"|"26619956"
"Winter wheat"|"Bu"|52|58|65||||||"12574437"|"26619957"
"Oats"|"Bu"|67|74|84||||||"12574437"|"26619958"
"Grass-legume pasture"|"AUM"|7|7.77|8.8||||||"12574437"|"26619959"
"Grass-legume hay"|"Tons"|4.2|4.66|5.3||||||"12574437"|"26619960"
"Corn"|"Bu"|159|177|200||||||"12574436"|"26619949"
"Soybeans"|"Bu"|50|56|64||||||"12574436"|"26619950"
"Winter wheat"|"Bu"|60|67|75||||||"12574436"|"26619951"
"Oats"|"Bu"|83|92|104||||||"12574436"|"26619952"
"Grass-legume hay"|"Tons"|4.8|5.33|6||||||"12574436"|"26619953"
"Grass-legume pasture"|"AUM"|8|8.88|10||||||"12574436"|"26619954"
"Grass-legume pasture"|"AUM"|7.4|8.33|10.9||||||"12574435"|"26619943"
"Corn"|"Bu"|154|172|195||||||"12574435"|"26619944"
"Grass-legume hay"|"Tons"|4.5|5|5.64||||||"12574435"|"26619945"
"Oats"|"Bu"|80|89|100||||||"12574435"|"26619946"
"Soybeans"|"Bu"|50|56|63||||||"12574435"|"26619947"
"Winter wheat"|"Bu"|58|64|73||||||"12574435"|"26619948"
"Corn"|"Bu"|151|167|189||||||"12574434"|"26619937"
"Soybeans"|"Bu"|47|52|59||||||"12574434"|"26619938"
"Winter wheat"|"Bu"|60|66|74||||||"12574434"|"26619939"
"Oats"|"Bu"|80|89|101||||||"12574434"|"26619940"
"Grass-legume hay"|"Tons"|5.4|6|6.8||||||"12574434"|"26619941"
"Grass-legume pasture"|"AUM"|9|10.1|11.3||||||"12574434"|"26619942"
"Corn"|"Bu"|158|175|197||||||"12574433"|"26619931"
"Soybeans"|"Bu"|49|54|61||||||"12574433"|"26619932"
"Winter wheat"|"Bu"|59|65|74||||||"12574433"|"26619933"
"Oats"|"Bu"|75|83|94||||||"12574433"|"26619934"
"Grass-legume hay"|"Tons"|4.6|5.11|6.1||||||"12574433"|"26619935"
"Grass-legume pasture"|"AUM"|7.67|8.52|9.62||||||"12574433"|"26619936"
"Corn"|"Bu"|153|170|192||||||"12574432"|"26619924"
"Oats"|"Bu"|79|88|99||||||"12574432"|"26619925"
"Soybeans"|"Bu"|50|56|63||||||"12574432"|"26619926"
"Winter wheat"|"Bu"|59|65|74||||||"12574432"|"26619927"
"Grass-legume hay"|"Tons"|4.3|5.1|5.8||||||"12574432"|"26619928"
"Grass-legume pasture"|"AUM"|4.5|8.5|9.7||||||"12574432"|"26619929"
"Corn silage"|"Tons"|25|28.9|32.6||||||"12574432"|"26619930"
"Corn"|"Bu"|152|169|191||||||"12574431"|"26619918"
"Grass-legume hay"|"Tons"|4.7|5.2|5.9||||||"12574431"|"26619919"
"Oats"|"Bu"|80|89|100||||||"12574431"|"26619920"
"Soybeans"|"Bu"|50|55|62||||||"12574431"|"26619921"
"Winter wheat"|"Bu"|61|68|77||||||"12574431"|"26619922"
"Grass-legume pasture"|"AUM"|7.8|8.7|10.2||||||"12574431"|"26619923"
