"Grass-legume pasture"|"AUM"|6.66|7.4|8.37||||||"12574334"|"26619395"
"Corn"|"Bu"|145|161|182||||||"12574335"|"26619396"
"Soybeans"|"Bu"|46|51|57||||||"12574335"|"26619397"
"Winter wheat"|"Bu"|54|60|68||||||"12574335"|"26619398"
"Oats"|"Bu"|71|79|89||||||"12574335"|"26619399"
"Grass-legume hay"|"Tons"|4.29|4.77|5.39||||||"12574335"|"26619400"
"Grass-legume pasture"|"AUM"|7.16|7.95|8.98||||||"12574335"|"26619401"
"Grass-legume pasture"|"AUM"||9.2|||||||"12574033"|"26617829"
"Corn"|"Bu"||173|||||||"12574033"|"26617830"
"Grass-legume hay"|"Tons"||6.3|||||||"12574033"|"26617831"
"Oats"|"Bu"||92|||||||"12574033"|"26617832"
"Soybeans"|"Bu"||53|||||||"12574033"|"26617833"
"Winter wheat"|"Bu"||66|||||||"12574033"|"26617834"
"Grass-legume pasture"|"AUM"||7.5|||||||"12574034"|"26617835"
"Corn"|"Bu"||175|||||||"12574034"|"26617836"
"Grass-legume hay"|"Tons"||5.09|||||||"12574034"|"26617837"
"Oats"|"Bu"||90|||||||"12574034"|"26617838"
"Soybeans"|"Bu"||57|||||||"12574034"|"26617839"
"Winter wheat"|"Bu"||66|||||||"12574034"|"26617840"
"Grass-legume pasture"|"AUM"||10.2|||||||"12574274"|"26619070"
"Corn"|"Bu"||162|||||||"12574274"|"26619071"
"Oats"|"Bu"||92|||||||"12574274"|"26619072"
"Grass-legume hay"|"Tons"||6.1|||||||"12574274"|"26619073"
"Soybeans"|"Bu"||52|||||||"12574274"|"26619074"
"Winter wheat"|"Bu"||67|||||||"12574274"|"26619075"
"Grass-legume pasture"|"AUM"||9.7|||||||"12574275"|"26619076"
"Corn"|"Bu"||150|||||||"12574275"|"26619077"
"Oats"|"Bu"||87|||||||"12574275"|"26619078"
"Grass-legume hay"|"Tons"||5.8|||||||"12574275"|"26619079"
"Soybeans"|"Bu"||46|||||||"12574275"|"26619080"
"Winter wheat"|"Bu"||61|||||||"12574275"|"26619081"
"Grass-legume hay"|"Tons"||5.2|||||||"12574276"|"26619082"
"Grass-legume pasture"|"AUM"||7.7|||||||"12574276"|"26619083"
"Corn"|"Bu"||176|||||||"12574276"|"26619084"
"Oats"|"Bu"||92|||||||"12574276"|"26619085"
"Soybeans"|"Bu"||57|||||||"12574276"|"26619086"
"Winter wheat"|"Bu"||60|||||||"12574276"|"26619087"
